,station_complex,borough,latitude,longitude,transit_timestamp,ridership,service_train
0,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 01:00:00 AM,60,[['L']]
1,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 01:00:00 PM,662,[['L']]
2,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 02:00:00 AM,44,[['L']]
3,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 02:00:00 PM,1108,[['L']]
4,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 03:00:00 AM,25,[['L']]
5,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 03:00:00 PM,1304,[['L']]
6,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 04:00:00 AM,19,[['L']]
7,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 04:00:00 PM,1346,[['L']]
8,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 05:00:00 AM,77,[['L']]
9,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 05:00:00 PM,1470,[['L']]
10,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 06:00:00 AM,308,[['L']]
11,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 06:00:00 PM,1516,[['L']]
12,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 07:00:00 AM,1023,[['L']]
13,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 07:00:00 PM,1138,[['L']]
14,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 08:00:00 AM,2113,[['L']]
15,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 08:00:00 PM,932,[['L']]
16,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 09:00:00 AM,1392,[['L']]
17,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 09:00:00 PM,819,[['L']]
18,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 10:00:00 AM,769,[['L']]
19,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 10:00:00 PM,794,[['L']]
20,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 11:00:00 AM,642,[['L']]
21,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 11:00:00 PM,494,[['L']]
22,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 12:00:00 AM,132,[['L']]
23,1 Av ,Manhattan,40.730953,-73.98163,02/01/2024 12:00:00 PM,675,[['L']]
24,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 01:00:00 AM,8,[['1']]
25,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 01:00:00 PM,456,[['1']]
26,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 02:00:00 AM,3,[['1']]
27,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 02:00:00 PM,484,[['1']]
28,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 03:00:00 AM,8,[['1']]
29,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 03:00:00 PM,560,[['1']]
30,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 04:00:00 AM,18,[['1']]
31,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 04:00:00 PM,578,[['1']]
32,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 05:00:00 AM,66,[['1']]
33,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 05:00:00 PM,689,[['1']]
34,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 06:00:00 AM,212,[['1']]
35,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 06:00:00 PM,615,[['1']]
36,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 07:00:00 AM,720,[['1']]
37,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 07:00:00 PM,368,[['1']]
38,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 08:00:00 AM,1184,[['1']]
39,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 08:00:00 PM,313,[['1']]
40,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 09:00:00 AM,758,[['1']]
41,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 09:00:00 PM,196,[['1']]
42,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 10:00:00 AM,509,[['1']]
43,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 10:00:00 PM,148,[['1']]
44,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 11:00:00 AM,426,[['1']]
45,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 11:00:00 PM,74,[['1']]
46,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 12:00:00 AM,36,[['1']]
47,103 St ,Manhattan,40.799446,-73.968376,02/01/2024 12:00:00 PM,403,[['1']]
48,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 01:00:00 AM,15,[['6']]
49,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 01:00:00 PM,398,[['6']]
50,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 02:00:00 AM,13,[['6']]
51,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 02:00:00 PM,633,[['6']]
52,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 03:00:00 AM,25,[['6']]
53,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 03:00:00 PM,873,[['6']]
54,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 04:00:00 AM,34,[['6']]
55,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 04:00:00 PM,855,[['6']]
56,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 05:00:00 AM,105,[['6']]
57,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 05:00:00 PM,870,[['6']]
58,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 06:00:00 AM,279,[['6']]
59,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 06:00:00 PM,506,[['6']]
60,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 07:00:00 AM,718,[['6']]
61,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 07:00:00 PM,326,[['6']]
62,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 08:00:00 AM,886,[['6']]
63,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 08:00:00 PM,202,[['6']]
64,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 09:00:00 AM,466,[['6']]
65,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 09:00:00 PM,96,[['6']]
66,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 10:00:00 AM,351,[['6']]
67,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 10:00:00 PM,105,[['6']]
68,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 11:00:00 AM,349,[['6']]
69,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 11:00:00 PM,74,[['6']]
70,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 12:00:00 AM,30,[['6']]
71,103 St ,Manhattan,40.7906,-73.94748,02/01/2024 12:00:00 PM,361,[['6']]
72,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 01:00:00 AM,5,"[['C', 'B']]"
73,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 01:00:00 PM,154,"[['C', 'B']]"
74,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 02:00:00 AM,4,"[['C', 'B']]"
75,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 02:00:00 PM,176,"[['C', 'B']]"
76,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 03:00:00 PM,203,"[['C', 'B']]"
77,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 04:00:00 AM,6,"[['C', 'B']]"
78,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 04:00:00 PM,224,"[['C', 'B']]"
79,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 05:00:00 AM,22,"[['C', 'B']]"
80,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 05:00:00 PM,254,"[['C', 'B']]"
81,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 06:00:00 AM,100,"[['C', 'B']]"
82,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 06:00:00 PM,198,"[['C', 'B']]"
83,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 07:00:00 AM,315,"[['C', 'B']]"
84,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 07:00:00 PM,111,"[['C', 'B']]"
85,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 08:00:00 AM,512,"[['C', 'B']]"
86,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 08:00:00 PM,96,"[['C', 'B']]"
87,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 09:00:00 AM,293,"[['C', 'B']]"
88,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 09:00:00 PM,64,"[['C', 'B']]"
89,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 10:00:00 AM,177,"[['C', 'B']]"
90,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 10:00:00 PM,35,"[['C', 'B']]"
91,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 11:00:00 AM,136,"[['C', 'B']]"
92,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 11:00:00 PM,16,"[['C', 'B']]"
93,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 12:00:00 AM,5,"[['C', 'B']]"
94,103 St ,Manhattan,40.796093,-73.96146,02/01/2024 12:00:00 PM,126,"[['C', 'B']]"
95,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 01:00:00 AM,27,[['7']]
96,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 01:00:00 PM,816,[['7']]
97,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 02:00:00 AM,39,[['7']]
98,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 02:00:00 PM,985,[['7']]
99,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 03:00:00 AM,80,[['7']]
100,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 03:00:00 PM,1116,[['7']]
101,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 04:00:00 AM,420,[['7']]
102,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 04:00:00 PM,1006,[['7']]
103,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 05:00:00 AM,1606,[['7']]
104,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 05:00:00 PM,799,[['7']]
105,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 06:00:00 AM,2158,[['7']]
106,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 06:00:00 PM,652,[['7']]
107,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 07:00:00 AM,3617,[['7']]
108,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 07:00:00 PM,437,[['7']]
109,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 08:00:00 AM,2575,[['7']]
110,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 08:00:00 PM,370,[['7']]
111,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 09:00:00 AM,1459,[['7']]
112,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 09:00:00 PM,314,[['7']]
113,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 10:00:00 AM,1156,[['7']]
114,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 10:00:00 PM,222,[['7']]
115,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 11:00:00 AM,745,[['7']]
116,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 11:00:00 PM,103,[['7']]
117,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 12:00:00 AM,44,[['7']]
118,103 St-Corona Plaza ,Queens,40.749866,-73.8627,02/01/2024 12:00:00 PM,718,[['7']]
119,104 St ,Queens,40.68171,-73.837685,02/01/2024 01:00:00 PM,47,[['A']]
120,104 St ,Queens,40.68171,-73.837685,02/01/2024 02:00:00 AM,1,[['A']]
121,104 St ,Queens,40.68171,-73.837685,02/01/2024 02:00:00 PM,77,[['A']]
122,104 St ,Queens,40.68171,-73.837685,02/01/2024 03:00:00 AM,10,[['A']]
123,104 St ,Queens,40.68171,-73.837685,02/01/2024 03:00:00 PM,55,[['A']]
124,104 St ,Queens,40.68171,-73.837685,02/01/2024 04:00:00 AM,22,[['A']]
125,104 St ,Queens,40.68171,-73.837685,02/01/2024 04:00:00 PM,41,[['A']]
126,104 St ,Queens,40.68171,-73.837685,02/01/2024 05:00:00 AM,98,[['A']]
127,104 St ,Queens,40.68171,-73.837685,02/01/2024 05:00:00 PM,33,[['A']]
128,104 St ,Queens,40.68171,-73.837685,02/01/2024 06:00:00 AM,196,[['A']]
129,104 St ,Queens,40.68171,-73.837685,02/01/2024 06:00:00 PM,15,[['A']]
130,104 St ,Queens,40.68171,-73.837685,02/01/2024 07:00:00 AM,247,[['A']]
131,104 St ,Queens,40.68171,-73.837685,02/01/2024 07:00:00 PM,12,[['A']]
132,104 St ,Queens,40.68171,-73.837685,02/01/2024 08:00:00 AM,203,[['A']]
133,104 St ,Queens,40.68171,-73.837685,02/01/2024 08:00:00 PM,13,[['A']]
134,104 St ,Queens,40.68171,-73.837685,02/01/2024 09:00:00 AM,92,[['A']]
135,104 St ,Queens,40.68171,-73.837685,02/01/2024 09:00:00 PM,16,[['A']]
136,104 St ,Queens,40.68171,-73.837685,02/01/2024 10:00:00 AM,50,[['A']]
137,104 St ,Queens,40.68171,-73.837685,02/01/2024 10:00:00 PM,7,[['A']]
138,104 St ,Queens,40.68171,-73.837685,02/01/2024 11:00:00 AM,30,[['A']]
139,104 St ,Queens,40.68171,-73.837685,02/01/2024 11:00:00 PM,7,[['A']]
140,104 St ,Queens,40.68171,-73.837685,02/01/2024 12:00:00 AM,3,[['A']]
141,104 St ,Queens,40.68171,-73.837685,02/01/2024 12:00:00 PM,6,[['A']]
142,104 St ,Queens,40.69518,-73.84433,02/01/2024 01:00:00 AM,1,"[['J', 'Z']]"
143,104 St ,Queens,40.69518,-73.84433,02/01/2024 01:00:00 PM,62,"[['J', 'Z']]"
144,104 St ,Queens,40.69518,-73.84433,02/01/2024 02:00:00 AM,9,"[['J', 'Z']]"
145,104 St ,Queens,40.69518,-73.84433,02/01/2024 02:00:00 PM,107,"[['J', 'Z']]"
146,104 St ,Queens,40.69518,-73.84433,02/01/2024 03:00:00 AM,13,"[['J', 'Z']]"
147,104 St ,Queens,40.69518,-73.84433,02/01/2024 03:00:00 PM,102,"[['J', 'Z']]"
148,104 St ,Queens,40.69518,-73.84433,02/01/2024 04:00:00 AM,47,"[['J', 'Z']]"
149,104 St ,Queens,40.69518,-73.84433,02/01/2024 04:00:00 PM,71,"[['J', 'Z']]"
150,104 St ,Queens,40.69518,-73.84433,02/01/2024 05:00:00 AM,143,"[['J', 'Z']]"
151,104 St ,Queens,40.69518,-73.84433,02/01/2024 05:00:00 PM,81,"[['J', 'Z']]"
152,104 St ,Queens,40.69518,-73.84433,02/01/2024 06:00:00 AM,273,"[['J', 'Z']]"
153,104 St ,Queens,40.69518,-73.84433,02/01/2024 06:00:00 PM,51,"[['J', 'Z']]"
154,104 St ,Queens,40.69518,-73.84433,02/01/2024 07:00:00 AM,434,"[['J', 'Z']]"
155,104 St ,Queens,40.69518,-73.84433,02/01/2024 07:00:00 PM,42,"[['J', 'Z']]"
156,104 St ,Queens,40.69518,-73.84433,02/01/2024 08:00:00 AM,295,"[['J', 'Z']]"
157,104 St ,Queens,40.69518,-73.84433,02/01/2024 08:00:00 PM,32,"[['J', 'Z']]"
158,104 St ,Queens,40.69518,-73.84433,02/01/2024 09:00:00 AM,177,"[['J', 'Z']]"
159,104 St ,Queens,40.69518,-73.84433,02/01/2024 09:00:00 PM,18,"[['J', 'Z']]"
160,104 St ,Queens,40.69518,-73.84433,02/01/2024 10:00:00 AM,78,"[['J', 'Z']]"
161,104 St ,Queens,40.69518,-73.84433,02/01/2024 10:00:00 PM,16,"[['J', 'Z']]"
162,104 St ,Queens,40.69518,-73.84433,02/01/2024 11:00:00 AM,61,"[['J', 'Z']]"
163,104 St ,Queens,40.69518,-73.84433,02/01/2024 11:00:00 PM,8,"[['J', 'Z']]"
164,104 St ,Queens,40.69518,-73.84433,02/01/2024 12:00:00 AM,2,"[['J', 'Z']]"
165,104 St ,Queens,40.69518,-73.84433,02/01/2024 12:00:00 PM,88,"[['J', 'Z']]"
166,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 01:00:00 AM,14,[['6']]
167,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 01:00:00 PM,262,[['6']]
168,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 02:00:00 AM,7,[['6']]
169,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 02:00:00 PM,461,[['6']]
170,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 03:00:00 AM,12,[['6']]
171,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 03:00:00 PM,573,[['6']]
172,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 04:00:00 AM,32,[['6']]
173,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 04:00:00 PM,504,[['6']]
174,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 05:00:00 AM,128,[['6']]
175,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 05:00:00 PM,484,[['6']]
176,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 06:00:00 AM,287,[['6']]
177,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 06:00:00 PM,290,[['6']]
178,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 07:00:00 AM,695,[['6']]
179,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 07:00:00 PM,226,[['6']]
180,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 08:00:00 AM,908,[['6']]
181,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 08:00:00 PM,163,[['6']]
182,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 09:00:00 AM,534,[['6']]
183,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 09:00:00 PM,107,[['6']]
184,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 10:00:00 AM,331,[['6']]
185,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 10:00:00 PM,67,[['6']]
186,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 11:00:00 AM,282,[['6']]
187,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 11:00:00 PM,42,[['6']]
188,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 12:00:00 AM,21,[['6']]
189,110 St ,Manhattan,40.79502,-73.94425,02/01/2024 12:00:00 PM,293,[['6']]
190,111 St ,Queens,40.75173,-73.85533,02/01/2024 01:00:00 AM,5,[['7']]
191,111 St ,Queens,40.75173,-73.85533,02/01/2024 01:00:00 PM,133,[['7']]
192,111 St ,Queens,40.75173,-73.85533,02/01/2024 02:00:00 AM,3,[['7']]
193,111 St ,Queens,40.75173,-73.85533,02/01/2024 02:00:00 PM,173,[['7']]
194,111 St ,Queens,40.75173,-73.85533,02/01/2024 03:00:00 AM,10,[['7']]
195,111 St ,Queens,40.75173,-73.85533,02/01/2024 03:00:00 PM,170,[['7']]
196,111 St ,Queens,40.75173,-73.85533,02/01/2024 04:00:00 AM,53,[['7']]
197,111 St ,Queens,40.75173,-73.85533,02/01/2024 04:00:00 PM,163,[['7']]
198,111 St ,Queens,40.75173,-73.85533,02/01/2024 05:00:00 AM,194,[['7']]
199,111 St ,Queens,40.75173,-73.85533,02/01/2024 05:00:00 PM,162,[['7']]
200,111 St ,Queens,40.75173,-73.85533,02/01/2024 06:00:00 AM,377,[['7']]
201,111 St ,Queens,40.75173,-73.85533,02/01/2024 06:00:00 PM,112,[['7']]
202,111 St ,Queens,40.75173,-73.85533,02/01/2024 07:00:00 AM,749,[['7']]
203,111 St ,Queens,40.75173,-73.85533,02/01/2024 07:00:00 PM,69,[['7']]
204,111 St ,Queens,40.75173,-73.85533,02/01/2024 08:00:00 AM,574,[['7']]
205,111 St ,Queens,40.75173,-73.85533,02/01/2024 08:00:00 PM,59,[['7']]
206,111 St ,Queens,40.75173,-73.85533,02/01/2024 09:00:00 AM,348,[['7']]
207,111 St ,Queens,40.75173,-73.85533,02/01/2024 09:00:00 PM,37,[['7']]
208,111 St ,Queens,40.75173,-73.85533,02/01/2024 10:00:00 AM,206,[['7']]
209,111 St ,Queens,40.75173,-73.85533,02/01/2024 10:00:00 PM,23,[['7']]
210,111 St ,Queens,40.75173,-73.85533,02/01/2024 11:00:00 AM,149,[['7']]
211,111 St ,Queens,40.75173,-73.85533,02/01/2024 11:00:00 PM,16,[['7']]
212,111 St ,Queens,40.75173,-73.85533,02/01/2024 12:00:00 AM,8,[['7']]
213,111 St ,Queens,40.75173,-73.85533,02/01/2024 12:00:00 PM,132,[['7']]
214,111 St ,Queens,40.68433,-73.83216,02/01/2024 01:00:00 AM,1,[['A']]
215,111 St ,Queens,40.68433,-73.83216,02/01/2024 01:00:00 PM,64,[['A']]
216,111 St ,Queens,40.68433,-73.83216,02/01/2024 02:00:00 AM,4,[['A']]
217,111 St ,Queens,40.68433,-73.83216,02/01/2024 02:00:00 PM,51,[['A']]
218,111 St ,Queens,40.68433,-73.83216,02/01/2024 03:00:00 AM,6,[['A']]
219,111 St ,Queens,40.68433,-73.83216,02/01/2024 03:00:00 PM,53,[['A']]
220,111 St ,Queens,40.68433,-73.83216,02/01/2024 04:00:00 AM,21,[['A']]
221,111 St ,Queens,40.68433,-73.83216,02/01/2024 04:00:00 PM,53,[['A']]
222,111 St ,Queens,40.68433,-73.83216,02/01/2024 05:00:00 AM,122,[['A']]
223,111 St ,Queens,40.68433,-73.83216,02/01/2024 05:00:00 PM,39,[['A']]
224,111 St ,Queens,40.68433,-73.83216,02/01/2024 06:00:00 AM,297,[['A']]
225,111 St ,Queens,40.68433,-73.83216,02/01/2024 06:00:00 PM,28,[['A']]
226,111 St ,Queens,40.68433,-73.83216,02/01/2024 07:00:00 AM,394,[['A']]
227,111 St ,Queens,40.68433,-73.83216,02/01/2024 07:00:00 PM,21,[['A']]
228,111 St ,Queens,40.68433,-73.83216,02/01/2024 08:00:00 AM,266,[['A']]
229,111 St ,Queens,40.68433,-73.83216,02/01/2024 08:00:00 PM,23,[['A']]
230,111 St ,Queens,40.68433,-73.83216,02/01/2024 09:00:00 AM,117,[['A']]
231,111 St ,Queens,40.68433,-73.83216,02/01/2024 09:00:00 PM,13,[['A']]
232,111 St ,Queens,40.68433,-73.83216,02/01/2024 10:00:00 AM,78,[['A']]
233,111 St ,Queens,40.68433,-73.83216,02/01/2024 10:00:00 PM,11,[['A']]
234,111 St ,Queens,40.68433,-73.83216,02/01/2024 11:00:00 AM,42,[['A']]
235,111 St ,Queens,40.68433,-73.83216,02/01/2024 11:00:00 PM,4,[['A']]
236,111 St ,Queens,40.68433,-73.83216,02/01/2024 12:00:00 AM,1,[['A']]
237,111 St ,Queens,40.68433,-73.83216,02/01/2024 12:00:00 PM,44,[['A']]
238,111 St ,Queens,40.69742,-73.83634,02/01/2024 01:00:00 AM,4,[['J']]
239,111 St ,Queens,40.69742,-73.83634,02/01/2024 01:00:00 PM,81,[['J']]
240,111 St ,Queens,40.69742,-73.83634,02/01/2024 02:00:00 AM,3,[['J']]
241,111 St ,Queens,40.69742,-73.83634,02/01/2024 02:00:00 PM,116,[['J']]
242,111 St ,Queens,40.69742,-73.83634,02/01/2024 03:00:00 AM,8,[['J']]
243,111 St ,Queens,40.69742,-73.83634,02/01/2024 03:00:00 PM,98,[['J']]
244,111 St ,Queens,40.69742,-73.83634,02/01/2024 04:00:00 AM,31,[['J']]
245,111 St ,Queens,40.69742,-73.83634,02/01/2024 04:00:00 PM,95,[['J']]
246,111 St ,Queens,40.69742,-73.83634,02/01/2024 05:00:00 AM,86,[['J']]
247,111 St ,Queens,40.69742,-73.83634,02/01/2024 05:00:00 PM,68,[['J']]
248,111 St ,Queens,40.69742,-73.83634,02/01/2024 06:00:00 AM,171,[['J']]
249,111 St ,Queens,40.69742,-73.83634,02/01/2024 06:00:00 PM,57,[['J']]
250,111 St ,Queens,40.69742,-73.83634,02/01/2024 07:00:00 AM,282,[['J']]
251,111 St ,Queens,40.69742,-73.83634,02/01/2024 07:00:00 PM,37,[['J']]
252,111 St ,Queens,40.69742,-73.83634,02/01/2024 08:00:00 AM,205,[['J']]
253,111 St ,Queens,40.69742,-73.83634,02/01/2024 08:00:00 PM,24,[['J']]
254,111 St ,Queens,40.69742,-73.83634,02/01/2024 09:00:00 AM,93,[['J']]
255,111 St ,Queens,40.69742,-73.83634,02/01/2024 09:00:00 PM,19,[['J']]
256,111 St ,Queens,40.69742,-73.83634,02/01/2024 10:00:00 AM,67,[['J']]
257,111 St ,Queens,40.69742,-73.83634,02/01/2024 10:00:00 PM,11,[['J']]
258,111 St ,Queens,40.69742,-73.83634,02/01/2024 11:00:00 AM,46,[['J']]
259,111 St ,Queens,40.69742,-73.83634,02/01/2024 11:00:00 PM,11,[['J']]
260,111 St ,Queens,40.69742,-73.83634,02/01/2024 12:00:00 AM,7,[['J']]
261,111 St ,Queens,40.69742,-73.83634,02/01/2024 12:00:00 PM,89,[['J']]
262,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 01:00:00 AM,4,"[['2', '3']]"
263,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 01:00:00 PM,305,"[['2', '3']]"
264,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 02:00:00 PM,358,"[['2', '3']]"
265,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 03:00:00 AM,8,"[['2', '3']]"
266,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 03:00:00 PM,400,"[['2', '3']]"
267,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 04:00:00 AM,17,"[['2', '3']]"
268,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 04:00:00 PM,447,"[['2', '3']]"
269,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 05:00:00 AM,89,"[['2', '3']]"
270,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 05:00:00 PM,480,"[['2', '3']]"
271,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 06:00:00 AM,241,"[['2', '3']]"
272,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 06:00:00 PM,363,"[['2', '3']]"
273,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 07:00:00 AM,717,"[['2', '3']]"
274,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 07:00:00 PM,214,"[['2', '3']]"
275,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 08:00:00 AM,880,"[['2', '3']]"
276,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 08:00:00 PM,153,"[['2', '3']]"
277,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 09:00:00 AM,492,"[['2', '3']]"
278,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 09:00:00 PM,108,"[['2', '3']]"
279,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 10:00:00 AM,356,"[['2', '3']]"
280,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 10:00:00 PM,71,"[['2', '3']]"
281,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 11:00:00 AM,310,"[['2', '3']]"
282,116 St ,Manhattan,40.802097,-73.94962,02/01/2024 11:00:00 PM,37,"[['2', '3']]"
