,station_complex,borough,latitude,longitude,transit_timestamp,ridership,service_train
4083,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 07:00:00 AM,408,[['F']]
4084,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 07:00:00 PM,52,[['F']]
4085,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 08:00:00 AM,347,[['F']]
4086,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 08:00:00 PM,21,[['F']]
4087,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 09:00:00 AM,150,[['F']]
4088,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 09:00:00 PM,24,[['F']]
4089,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 10:00:00 AM,90,[['F']]
4090,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 10:00:00 PM,9,[['F']]
4091,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 11:00:00 AM,59,[['F']]
4092,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 11:00:00 PM,11,[['F']]
4093,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 12:00:00 AM,5,[['F']]
4094,Avenue P ,Brooklyn,40.608944,-73.97302,02/01/2024 12:00:00 PM,57,[['F']]
4095,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 01:00:00 AM,1,[['F']]
4096,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 01:00:00 PM,54,[['F']]
4097,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 02:00:00 AM,3,[['F']]
4098,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 02:00:00 PM,63,[['F']]
4099,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 03:00:00 AM,2,[['F']]
4100,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 03:00:00 PM,71,[['F']]
4101,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 04:00:00 AM,25,[['F']]
4102,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 04:00:00 PM,87,[['F']]
4103,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 05:00:00 AM,53,[['F']]
4104,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 05:00:00 PM,126,[['F']]
4105,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 06:00:00 AM,116,[['F']]
4106,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 06:00:00 PM,58,[['F']]
4107,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 07:00:00 AM,295,[['F']]
4108,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 07:00:00 PM,38,[['F']]
4109,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 08:00:00 AM,195,[['F']]
4110,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 08:00:00 PM,26,[['F']]
4111,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 09:00:00 AM,105,[['F']]
4112,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 09:00:00 PM,20,[['F']]
4113,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 10:00:00 AM,58,[['F']]
4114,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 10:00:00 PM,8,[['F']]
4115,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 11:00:00 AM,55,[['F']]
4116,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 11:00:00 PM,3,[['F']]
4117,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 12:00:00 AM,2,[['F']]
4118,Avenue U ,Brooklyn,40.59606,-73.97336,02/01/2024 12:00:00 PM,41,[['F']]
4119,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 01:00:00 AM,2,[['N']]
4120,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 01:00:00 PM,116,[['N']]
4121,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 02:00:00 AM,3,[['N']]
4122,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 02:00:00 PM,151,[['N']]
4123,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 03:00:00 AM,3,[['N']]
4124,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 03:00:00 PM,126,[['N']]
4125,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 04:00:00 AM,12,[['N']]
4126,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 04:00:00 PM,130,[['N']]
4127,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 05:00:00 AM,87,[['N']]
4128,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 05:00:00 PM,188,[['N']]
4129,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 06:00:00 AM,238,[['N']]
4130,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 06:00:00 PM,103,[['N']]
4131,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 07:00:00 AM,552,[['N']]
4132,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 07:00:00 PM,54,[['N']]
4133,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 08:00:00 AM,440,[['N']]
4134,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 08:00:00 PM,31,[['N']]
4135,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 09:00:00 AM,265,[['N']]
4136,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 09:00:00 PM,43,[['N']]
4137,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 10:00:00 AM,150,[['N']]
4138,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 10:00:00 PM,29,[['N']]
4139,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 11:00:00 AM,94,[['N']]
4140,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 11:00:00 PM,8,[['N']]
4141,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 12:00:00 AM,5,[['N']]
4142,Avenue U ,Brooklyn,40.597473,-73.97913,02/01/2024 12:00:00 PM,99,[['N']]
4143,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 01:00:00 AM,4,[['Q']]
4144,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 01:00:00 PM,239,[['Q']]
4145,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 02:00:00 AM,1,[['Q']]
4146,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 02:00:00 PM,256,[['Q']]
4147,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 03:00:00 AM,11,[['Q']]
4148,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 03:00:00 PM,262,[['Q']]
4149,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 04:00:00 AM,56,[['Q']]
4150,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 04:00:00 PM,248,[['Q']]
4151,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 05:00:00 AM,162,[['Q']]
4152,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 05:00:00 PM,289,[['Q']]
4153,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 06:00:00 AM,326,[['Q']]
4154,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 06:00:00 PM,210,[['Q']]
4155,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 07:00:00 AM,887,[['Q']]
4156,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 07:00:00 PM,121,[['Q']]
4157,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 08:00:00 AM,790,[['Q']]
4158,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 08:00:00 PM,78,[['Q']]
4159,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 09:00:00 AM,465,[['Q']]
4160,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 09:00:00 PM,49,[['Q']]
4161,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 10:00:00 AM,277,[['Q']]
4162,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 10:00:00 PM,36,[['Q']]
4163,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 11:00:00 AM,237,[['Q']]
4164,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 11:00:00 PM,14,[['Q']]
4165,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 12:00:00 AM,4,[['Q']]
4166,Avenue U ,Brooklyn,40.5993,-73.95593,02/01/2024 12:00:00 PM,220,[['Q']]
4167,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 01:00:00 AM,2,[['F']]
4168,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 01:00:00 PM,97,[['F']]
4169,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 02:00:00 AM,1,[['F']]
4170,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 02:00:00 PM,109,[['F']]
4171,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 03:00:00 AM,7,[['F']]
4172,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 03:00:00 PM,90,[['F']]
4173,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 04:00:00 AM,35,[['F']]
4174,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 04:00:00 PM,112,[['F']]
4175,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 05:00:00 AM,81,[['F']]
4176,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 05:00:00 PM,100,[['F']]
4177,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 06:00:00 AM,185,[['F']]
4178,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 06:00:00 PM,57,[['F']]
4179,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 07:00:00 AM,340,[['F']]
4180,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 07:00:00 PM,48,[['F']]
4181,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 08:00:00 AM,254,[['F']]
4182,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 08:00:00 PM,31,[['F']]
4183,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 09:00:00 AM,112,[['F']]
4184,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 09:00:00 PM,31,[['F']]
4185,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 10:00:00 AM,80,[['F']]
4186,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 10:00:00 PM,17,[['F']]
4187,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 11:00:00 AM,60,[['F']]
4188,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 11:00:00 PM,18,[['F']]
4189,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 12:00:00 AM,6,[['F']]
4190,Avenue X ,Brooklyn,40.58962,-73.97425,02/01/2024 12:00:00 PM,68,[['F']]
4191,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 01:00:00 AM,4,[['D']]
4192,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 01:00:00 PM,124,[['D']]
4193,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 02:00:00 AM,1,[['D']]
4194,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 02:00:00 PM,171,[['D']]
4195,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 03:00:00 AM,4,[['D']]
4196,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 03:00:00 PM,81,[['D']]
4197,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 04:00:00 AM,30,[['D']]
4198,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 04:00:00 PM,86,[['D']]
4199,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 05:00:00 AM,72,[['D']]
4200,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 05:00:00 PM,78,[['D']]
4201,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 06:00:00 AM,178,[['D']]
4202,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 06:00:00 PM,46,[['D']]
4203,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 07:00:00 AM,342,[['D']]
4204,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 07:00:00 PM,33,[['D']]
4205,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 08:00:00 AM,276,[['D']]
4206,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 08:00:00 PM,9,[['D']]
4207,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 09:00:00 AM,148,[['D']]
4208,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 09:00:00 PM,19,[['D']]
4209,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 10:00:00 AM,96,[['D']]
4210,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 10:00:00 PM,19,[['D']]
4211,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 11:00:00 AM,71,[['D']]
4212,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 11:00:00 PM,8,[['D']]
4213,Bay 50 St ,Brooklyn,40.58884,-73.983765,02/01/2024 12:00:00 PM,72,[['D']]
4214,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 01:00:00 AM,3,[['D']]
4215,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 01:00:00 PM,270,[['D']]
4216,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 02:00:00 AM,4,[['D']]
4217,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 02:00:00 PM,247,[['D']]
4218,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 03:00:00 AM,14,[['D']]
4219,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 03:00:00 PM,304,[['D']]
4220,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 04:00:00 AM,49,[['D']]
4221,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 04:00:00 PM,270,[['D']]
4222,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 05:00:00 AM,216,[['D']]
4223,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 05:00:00 PM,259,[['D']]
4224,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 06:00:00 AM,476,[['D']]
4225,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 06:00:00 PM,219,[['D']]
4226,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 07:00:00 AM,974,[['D']]
4227,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 07:00:00 PM,120,[['D']]
4228,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 08:00:00 AM,784,[['D']]
4229,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 08:00:00 PM,81,[['D']]
4230,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 09:00:00 AM,439,[['D']]
4231,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 09:00:00 PM,63,[['D']]
4232,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 10:00:00 AM,260,[['D']]
4233,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 10:00:00 PM,58,[['D']]
4234,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 11:00:00 AM,215,[['D']]
4235,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 11:00:00 PM,18,[['D']]
4236,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 12:00:00 AM,5,[['D']]
4237,Bay Pkwy ,Brooklyn,40.601875,-73.99373,02/01/2024 12:00:00 PM,204,[['D']]
4238,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 01:00:00 AM,1,[['F']]
4239,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 01:00:00 PM,51,[['F']]
4240,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 02:00:00 AM,3,[['F']]
4241,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 02:00:00 PM,49,[['F']]
4242,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 03:00:00 AM,3,[['F']]
4243,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 03:00:00 PM,63,[['F']]
4244,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 04:00:00 AM,19,[['F']]
4245,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 04:00:00 PM,95,[['F']]
4246,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 05:00:00 AM,31,[['F']]
4247,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 05:00:00 PM,59,[['F']]
4248,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 06:00:00 AM,85,[['F']]
4249,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 06:00:00 PM,49,[['F']]
4250,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 07:00:00 AM,141,[['F']]
4251,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 07:00:00 PM,27,[['F']]
4252,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 08:00:00 AM,140,[['F']]
4253,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 08:00:00 PM,15,[['F']]
4254,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 09:00:00 AM,61,[['F']]
4255,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 09:00:00 PM,15,[['F']]
4256,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 10:00:00 AM,40,[['F']]
4257,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 10:00:00 PM,1,[['F']]
4258,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 11:00:00 AM,32,[['F']]
4259,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 11:00:00 PM,2,[['F']]
4260,Bay Pkwy ,Brooklyn,40.62077,-73.975266,02/01/2024 12:00:00 PM,36,[['F']]
4261,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 01:00:00 AM,3,[['N']]
4262,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 01:00:00 PM,221,[['N']]
4263,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 02:00:00 AM,6,[['N']]
4264,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 02:00:00 PM,242,[['N']]
4265,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 03:00:00 AM,7,[['N']]
4266,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 03:00:00 PM,256,[['N']]
4267,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 04:00:00 AM,53,[['N']]
4268,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 04:00:00 PM,271,[['N']]
4269,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 05:00:00 AM,154,[['N']]
4270,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 05:00:00 PM,232,[['N']]
4271,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 06:00:00 AM,539,[['N']]
4272,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 06:00:00 PM,166,[['N']]
4273,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 07:00:00 AM,1020,[['N']]
4274,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 07:00:00 PM,77,[['N']]
4275,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 08:00:00 AM,811,[['N']]
4276,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 08:00:00 PM,62,[['N']]
4277,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 09:00:00 AM,404,[['N']]
4278,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 09:00:00 PM,29,[['N']]
4279,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 10:00:00 AM,281,[['N']]
4280,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 10:00:00 PM,38,[['N']]
4281,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 11:00:00 AM,269,[['N']]
4282,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 11:00:00 PM,8,[['N']]
4283,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 12:00:00 AM,6,[['N']]
4284,Bay Pkwy ,Brooklyn,40.611816,-73.98185,02/01/2024 12:00:00 PM,245,[['N']]
4285,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 01:00:00 AM,5,[['R']]
4286,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 01:00:00 PM,361,[['R']]
4287,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 02:00:00 AM,8,[['R']]
4288,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 02:00:00 PM,518,[['R']]
4289,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 03:00:00 AM,5,[['R']]
4290,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 03:00:00 PM,308,[['R']]
4291,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 04:00:00 AM,42,[['R']]
4292,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 04:00:00 PM,284,[['R']]
4293,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 05:00:00 AM,194,[['R']]
4294,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 05:00:00 PM,342,[['R']]
4295,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 06:00:00 AM,413,[['R']]
4296,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 06:00:00 PM,188,[['R']]
4297,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 07:00:00 AM,997,[['R']]
4298,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 07:00:00 PM,139,[['R']]
4299,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 08:00:00 AM,982,[['R']]
4300,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 08:00:00 PM,90,[['R']]
4301,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 09:00:00 AM,528,[['R']]
4302,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 09:00:00 PM,73,[['R']]
4303,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 10:00:00 AM,279,[['R']]
4304,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 10:00:00 PM,34,[['R']]
4305,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 11:00:00 AM,248,[['R']]
4306,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 11:00:00 PM,22,[['R']]
4307,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 12:00:00 AM,14,[['R']]
4308,Bay Ridge Av ,Brooklyn,40.634968,-74.02338,02/01/2024 12:00:00 PM,238,[['R']]
4309,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 01:00:00 AM,14,[['R']]
4310,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 01:00:00 PM,171,[['R']]
4311,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 02:00:00 AM,16,[['R']]
4312,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 02:00:00 PM,214,[['R']]
4313,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 03:00:00 AM,19,[['R']]
4314,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 03:00:00 PM,223,[['R']]
4315,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 04:00:00 AM,32,[['R']]
4316,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 04:00:00 PM,236,[['R']]
4317,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 05:00:00 AM,145,[['R']]
4318,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 05:00:00 PM,231,[['R']]
4319,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 06:00:00 AM,364,[['R']]
4320,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 06:00:00 PM,138,[['R']]
4321,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 07:00:00 AM,789,[['R']]
4322,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 07:00:00 PM,98,[['R']]
4323,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 08:00:00 AM,684,[['R']]
4324,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 08:00:00 PM,68,[['R']]
4325,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 09:00:00 AM,306,[['R']]
4326,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 09:00:00 PM,59,[['R']]
4327,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 10:00:00 AM,197,[['R']]
4328,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 10:00:00 PM,47,[['R']]
4329,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 11:00:00 AM,166,[['R']]
4330,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 11:00:00 PM,25,[['R']]
4331,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 12:00:00 AM,10,[['R']]
4332,Bay Ridge-95 St ,Brooklyn,40.616623,-74.030876,02/01/2024 12:00:00 PM,133,[['R']]
4333,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 01:00:00 AM,2,[['5']]
4334,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 01:00:00 PM,103,[['5']]
4335,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 02:00:00 AM,6,[['5']]
4336,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 02:00:00 PM,151,[['5']]
4337,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 03:00:00 AM,4,[['5']]
4338,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 03:00:00 PM,166,[['5']]
4339,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 04:00:00 AM,13,[['5']]
4340,Baychester Av ,Bronx,40.878662,-73.83859,02/01/2024 04:00:00 PM,100,[['5']]
